pctid,x,y,z,wconfid
20,1.020,0.035,-0.113,3
20,1.004,0.141,-0.145,3
20,1.027,0.078,-0.113,3
20,0.965,0.000,-0.133,3
20,0.984,-0.070,-0.129,3
20,1.023,0.102,-0.102,3
20,0.980,-0.055,-0.094,3
20,0.957,-0.145,-0.129,3
20,1.012,0.031,-0.121,3
20,1.027,0.086,-0.113,3
20,1.000,-0.016,-0.125,3
20,1.016,0.102,-0.129,3
20,0.984,-0.043,-0.156,3
20,1.008,-0.012,-0.125,3
25,0.996,-0.027,-0.117,3
25,1.012,0.043,-0.121,3
25,0.973,0.117,-0.160,3
25,1.012,0.086,-0.125,3
25,0.973,0.047,-0.152,3
25,0.980,-0.023,-0.152,3
25,0.980,-0.086,-0.145,3
25,1.012,-0.063,-0.129,3
25,1.008,0.043,-0.137,3
25,1.020,-0.035,-0.125,3
25,1.004,0.016,-0.102,3
25,1.004,-0.059,-0.133,3
25,1.004,-0.113,-0.125,3
25,0.957,-0.074,-0.141,3
25,1.000,0.008,-0.121,3
25,0.984,-0.082,-0.156,3
25,0.996,-0.051,-0.105,3
25,1.020,0.004,-0.133,3
25,0.957,-0.023,-0.137,3
25,1.000,-0.105,-0.125,3
25,0.984,-0.137,-0.129,3
25,0.984,0.109,-0.156,3
25,1.023,0.051,-0.121,3
30,0.977,-0.039,-0.148,3
30,0.992,-0.031,-0.113,3
30,0.980,0.047,-0.133,3
30,1.031,0.059,-0.129,3
30,1.027,0.078,-0.117,3
30,0.980,0.121,-0.160,3
30,1.023,0.039,-0.125,3
30,1.016,0.059,-0.117,3
30,1.027,0.039,-0.105,3
30,0.965,0.125,-0.152,3
30,1.027,0.066,-0.113,3
30,0.980,-0.090,-0.148,3
30,0.996,-0.023,-0.117,3
30,1.004,-0.008,-0.141,3
30,0.988,-0.129,-0.125,3
30,0.973,0.035,-0.152,3
30,1.023,-0.039,-0.129,3
30,0.988,-0.035,-0.113,3
30,0.996,-0.012,-0.117,3
30,0.980,0.066,-0.117,3
30,0.965,0.090,-0.145,3
30,1.039,0.051,-0.121,3
30,1.020,-0.035,-0.121,3
30,1.031,0.055,-0.109,3
35,0.977,0.082,-0.129,3
35,0.977,0.105,-0.117,3
35,1.059,-0.008,-0.121,3
35,1.012,-0.020,-0.148,3
35,1.000,-0.035,-0.117,3
35,0.969,0.113,-0.125,3
35,1.051,0.098,-0.094,3
35,0.961,0.000,-0.164,3
35,1.039,0.090,-0.090,3
35,0.992,0.000,-0.145,3
35,0.965,-0.004,-0.141,3
35,0.992,-0.008,-0.117,3
35,0.977,-0.008,-0.145,3
35,0.930,0.012,-0.129,3
35,0.992,-0.020,-0.113,3
35,0.988,-0.016,-0.109,3
35,1.020,0.063,-0.117,3
35,1.035,0.063,-0.098,3
35,0.996,0.125,-0.113,3
35,1.027,0.008,-0.105,3
35,0.988,0.117,-0.125,3
35,0.969,0.066,-0.125,3
35,1.004,-0.078,-0.121,3
40,0.988,-0.051,-0.102,3
40,1.039,0.074,-0.086,3
40,0.969,-0.109,-0.125,3
40,0.957,-0.094,-0.133,3
40,0.953,0.023,-0.094,3
40,1.031,-0.008,-0.137,3
40,0.977,-0.063,-0.152,3
40,0.961,-0.027,-0.129,3
40,0.953,-0.086,-0.094,3
40,0.992,-0.063,-0.141,3
40,0.969,-0.031,-0.094,3
40,0.988,0.004,-0.113,3
40,0.980,-0.004,-0.148,3
40,0.988,-0.078,-0.145,3
40,0.945,-0.043,-0.141,3
40,0.992,-0.074,-0.102,3
40,0.973,0.098,-0.133,3
40,1.016,-0.063,-0.129,3
40,1.000,0.055,-0.117,3
40,0.965,0.082,-0.125,3
40,0.957,-0.012,-0.125,3
40,0.934,0.039,-0.094,3
40,0.977,-0.004,-0.113,3
40,0.965,-0.012,-0.109,3
45,0.984,0.008,-0.109,3
45,0.984,0.031,-0.113,3
45,1.047,0.066,-0.129,3
45,0.992,0.008,-0.113,3
45,0.980,-0.105,-0.117,3
45,0.977,-0.035,-0.090,3
45,1.016,0.047,-0.113,3
45,1.027,0.055,-0.145,3
45,1.062,0.090,-0.133,3
45,0.969,-0.078,-0.098,3
45,0.973,0.074,-0.129,3
45,0.996,-0.094,-0.121,3
45,1.004,-0.051,-0.105,3
45,1.066,0.066,-0.098,3
45,1.016,-0.004,-0.102,3
45,0.973,0.078,-0.141,3
45,1.008,-0.047,-0.113,3
45,1.031,-0.094,-0.098,3
45,1.059,-0.027,-0.102,3
45,1.020,-0.090,-0.148,3
45,1.039,0.086,-0.098,3
45,0.996,0.012,-0.129,3
45,1.035,-0.066,-0.113,3
50,0.949,0.012,-0.117,3
50,1.023,0.086,-0.086,3
50,0.969,0.023,-0.137,3
50,1.035,-0.066,-0.113,3
50,0.977,-0.098,-0.117,3
50,0.973,0.008,-0.117,3
50,1.004,-0.039,-0.090,3
50,1.000,-0.066,-0.121,3
50,0.984,0.043,-0.148,3
50,0.871,0.047,-0.082,3
50,1.008,0.098,-0.078,3
50,1.055,0.059,-0.141,3
50,0.973,0.047,-0.113,3
50,1.020,-0.051,-0.137,3
50,1.023,-0.023,-0.117,3
50,0.988,-0.070,-0.141,3
50,1.020,-0.082,-0.133,3
50,0.980,-0.074,-0.078,3
50,1.027,0.016,-0.074,3
50,0.957,0.016,-0.137,3
50,1.035,-0.020,-0.109,3
50,0.945,-0.055,-0.117,3
50,0.918,-0.004,-0.125,3
55,0.977,-0.086,-0.117,3
55,0.992,-0.094,-0.117,3
55,1.000,-0.043,-0.137,3
55,1.012,-0.070,-0.102,3
55,1.055,0.109,-0.137,3
55,1.039,-0.035,-0.090,3
55,0.988,0.078,-0.129,3
55,0.973,0.000,-0.129,3
55,0.996,-0.012,-0.176,3
55,1.047,0.047,-0.121,3
55,0.969,0.031,-0.152,3
55,0.938,0.004,-0.117,3
55,1.008,0.008,-0.141,3
55,1.008,0.082,-0.051,3
55,1.039,0.113,-0.105,3
55,0.926,0.055,-0.109,3
55,1.059,0.008,-0.141,3
55,1.062,0.055,-0.129,3
55,1.008,0.023,-0.117,3
55,1.035,-0.020,-0.141,3
55,0.949,-0.023,-0.113,3
55,0.914,-0.012,-0.113,3
55,0.969,-0.043,-0.121,3
55,1.008,0.035,-0.133,3
60,0.957,0.082,-0.121,3
60,1.043,0.117,-0.117,3
60,0.957,0.074,-0.137,3
60,0.953,0.023,-0.090,3
60,0.965,-0.016,-0.152,3
60,1.035,0.113,-0.121,3
60,1.023,0.105,-0.117,3
60,0.984,-0.043,-0.129,3
60,0.984,0.059,-0.121,3
60,0.941,-0.012,-0.113,3
60,0.965,-0.012,-0.141,3
60,0.973,0.121,-0.113,3
60,0.941,-0.066,-0.121,3
60,1.062,0.109,-0.125,3
60,0.984,0.039,-0.121,3
60,0.965,0.000,-0.137,3
60,1.016,0.066,-0.141,3
60,1.016,-0.047,-0.098,3
60,0.969,-0.125,-0.125,3
60,1.008,-0.086,-0.129,3
60,0.980,0.129,-0.109,3
60,0.961,-0.023,-0.125,3
60,0.980,-0.070,-0.105,3
65,0.898,0.078,-0.074,3
65,0.957,0.074,-0.145,3
65,0.914,-0.004,-0.109,3
65,0.996,0.090,-0.141,3
65,1.027,-0.109,-0.137,3
65,0.949,-0.125,-0.105,3
65,0.996,0.043,-0.125,3
65,0.961,0.043,-0.152,3
65,0.949,0.000,-0.164,3
65,0.949,-0.086,-0.113,3
65,0.996,-0.098,-0.121,3
65,1.004,0.078,-0.180,3
65,0.980,0.082,-0.117,3
65,1.012,0.020,-0.164,3
65,0.949,0.133,-0.066,3
65,0.938,-0.004,-0.082,3
65,1.078,0.023,-0.117,3
65,1.051,0.078,-0.137,3
65,0.969,-0.027,-0.125,3
65,1.035,-0.016,-0.129,3
65,0.961,0.078,-0.109,3
65,0.965,0.102,-0.098,3
65,1.027,0.086,-0.129,3
65,1.066,0.098,-0.160,3
70,0.988,0.082,-0.133,3
70,0.969,0.063,-0.063,3
70,0.949,-0.113,-0.051,3
70,1.000,-0.086,-0.121,3
70,0.992,0.070,-0.152,3
70,1.074,0.035,-0.156,3
70,0.918,-0.027,-0.129,3
70,0.980,-0.074,-0.094,3
70,1.012,0.020,-0.090,3
70,1.004,0.051,-0.105,3
70,0.910,0.004,-0.121,3
70,0.969,0.090,-0.117,3
70,1.016,0.066,-0.098,3
70,1.035,0.102,-0.129,3
70,1.043,0.121,-0.090,3
70,0.992,-0.004,-0.199,3
70,0.992,-0.133,-0.145,3
70,0.980,0.137,-0.098,3
70,0.859,0.000,-0.082,3
70,0.977,-0.047,-0.148,3
70,0.930,-0.016,-0.105,3
70,0.953,0.078,-0.105,3
70,0.969,-0.008,-0.121,3
75,1.012,0.133,-0.070,3
75,0.957,-0.066,-0.066,3
75,1.125,0.070,-0.230,3
75,1.070,0.055,-0.207,3
75,0.941,-0.086,-0.152,3
75,0.988,0.012,-0.187,3
75,0.898,-0.043,-0.066,3
75,0.984,0.059,-0.164,3
75,0.906,0.074,-0.035,3
75,1.023,0.113,-0.141,3
75,1.023,0.027,-0.219,3
75,1.023,-0.043,-0.070,3
75,0.973,0.086,-0.086,3
75,0.941,-0.113,-0.082,3
75,1.004,0.027,-0.090,3
75,0.965,-0.012,-0.102,3
75,1.051,-0.023,-0.219,3
75,0.910,-0.004,-0.090,3
75,0.957,0.105,-0.074,3
75,1.066,0.004,-0.164,3
75,0.961,0.020,-0.113,3
75,0.949,0.023,-0.133,3
75,1.062,0.117,-0.168,3
75,0.848,0.027,-0.078,3
80,1.105,0.094,-0.082,3
80,1.125,0.066,-0.199,3
80,1.109,0.086,-0.195,3
80,1.059,0.027,-0.164,3
80,1.070,0.004,-0.066,3
80,0.891,-0.027,-0.027,3
80,1.090,-0.059,-0.207,3
80,1.055,0.086,-0.020,3
80,0.969,0.008,-0.203,3
80,0.863,0.004,-0.063,3
80,0.863,-0.094,-0.023,3
80,0.938,-0.156,-0.098,3
80,0.859,0.066,-0.016,3
80,1.008,0.098,-0.156,3
80,0.996,0.152,-0.223,3
80,1.152,-0.109,-0.199,3
80,1.168,0.145,-0.152,3
80,0.934,-0.023,-0.187,3
80,1.148,-0.020,-0.125,3
80,0.926,0.063,-0.207,3
80,1.137,-0.160,-0.184,3
80,0.961,0.000,0.020,3
80,0.938,0.121,-0.121,3
85,1.004,0.066,-0.105,3
85,1.160,-0.012,0.102,3
85,1.008,-0.063,0.066,3
85,0.852,0.031,-0.176,3
85,0.992,0.133,-0.246,3
85,1.238,-0.148,-0.195,3
85,1.113,0.172,-0.223,3
85,0.828,0.031,0.070,3
85,0.988,-0.109,-0.301,3
85,0.957,0.035,0.020,3
85,0.918,0.016,-0.324,3
85,1.105,0.152,-0.074,3
85,0.820,0.031,-0.133,3
85,1.055,0.102,-0.168,3
85,1.109,-0.086,0.078,3
85,0.906,-0.039,-0.277,3
85,0.879,0.031,-0.078,3
85,0.902,0.109,-0.105,3
85,0.945,-0.141,-0.078,3
85,0.879,0.063,-0.184,3
85,1.121,0.016,0.000,3
85,0.977,0.098,-0.160,3
85,1.055,0.168,-0.078,3
85,1.184,-0.176,-0.145,3
90,1.059,0.004,-0.340,3
90,0.859,0.035,0.004,3
90,0.957,0.090,-0.133,3
90,1.105,0.152,-0.262,3
90,0.902,0.047,-0.242,3
90,0.969,-0.066,-0.301,3
90,1.219,-0.074,-0.184,3
90,1.098,-0.039,-0.340,3
90,1.121,-0.070,-0.246,3
90,1.215,-0.141,-0.184,3
90,0.887,-0.035,-0.215,3
90,1.273,-0.156,-0.105,3
90,0.758,-0.102,0.063,3
90,1.066,-0.203,0.008,3
90,1.098,-0.121,-0.020,3
90,1.113,-0.250,-0.152,3
90,0.738,-0.125,0.066,3
90,0.828,-0.129,-0.086,3
90,0.938,-0.133,0.063,3
90,1.266,-0.176,-0.219,3
90,1.145,-0.094,-0.121,3
90,0.902,-0.043,-0.211,3
90,1.148,-0.152,-0.102,3
95,0.816,0.109,-0.270,3
95,0.883,-0.043,0.199,3
95,1.258,-0.187,-0.289,3
95,0.785,0.223,-0.195,3
95,1.000,0.184,-0.102,3
95,0.930,0.109,0.098,3
95,0.789,-0.016,0.133,3
95,0.922,-0.012,-0.418,3
95,0.809,0.105,-0.328,3
95,1.000,0.195,-0.211,3
95,0.813,0.008,0.168,3
95,0.750,-0.027,0.117,3
95,0.859,0.074,0.340,3
95,1.062,0.121,-0.141,3
95,1.039,0.266,-0.012,3
95,1.074,0.246,0.094,3
95,0.906,0.098,-0.434,3
95,0.785,-0.082,-0.133,3
95,0.867,0.148,-0.281,3
95,0.926,0.234,-0.262,3
95,1.008,0.129,-0.133,3
95,0.770,0.035,0.141,3
95,0.762,0.000,0.133,3
100,0.957,0.133,-0.152,3
100,0.801,-0.059,-0.340,3
100,0.910,-0.043,-0.387,3
100,1.191,-0.141,0.008,3
100,0.875,0.180,-0.312,3
100,1.121,-0.215,-0.063,3
100,0.859,-0.035,-0.371,3
100,1.000,0.129,-0.324,3
100,0.832,0.012,-0.109,3
100,0.973,-0.027,-0.547,3
100,1.047,0.078,-0.320,3
100,1.129,-0.207,0.066,3
100,1.039,0.184,-0.094,3
100,0.930,0.187,-0.320,3
100,0.969,-0.250,-0.168,3
100,0.766,0.000,0.359,3
100,0.996,0.105,-0.254,3
100,1.297,-0.148,-0.117,3
100,0.777,0.000,0.371,3
100,0.863,0.191,-0.305,3
100,1.270,-0.176,-0.086,3
100,1.023,0.156,-0.168,3
100,0.977,0.262,-0.246,3
100,0.824,-0.102,-0.160,3
