at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,class
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.349509,0.446679,-0.805585,-0.65309,-0.430573,1
-0.030178,-0.189174,0.242739,-0.408799,0.261718,2.017408,0.446679,-2.449449,-2.087438,1.665453,6
0.587014,0.399665,0.064919,0.116828,-1.615223,0.107265,0.597681,-0.641855,-1.058449,-0.114499,1
0.105604,-0.087108,0.367214,1.522618,0.261718,1.311485,0.484429,0.20854,-0.43482,1.023445,1
-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.10036,0.069175,0.757258,0.282354,-0.014201,6
-0.030178,-0.189174,0.242739,-0.408799,0.261718,-0.224934,0.333428,-1.148286,-0.091823,-0.262681,6
-0.16596,-0.267686,0.256965,0.051662,0.261718,1.26996,0.52218,-0.827912,-0.403638,0.955165,1
0.759828,-0.134216,0.114709,-0.542563,0.797987,-0.889332,-0.950086,0.081816,-0.466001,-0.167771,9
0.710453,-0.102811,0.157386,1.199979,0.976743,-0.764757,-1.403091,1.437438,2.059698,0.244877,9
-0.215336,-1.296191,0.491688,1.050073,0.61923,-1.30458,-1.214339,1.003717,1.966154,-0.445027,11
0.043885,0.407516,-0.120014,0.281743,0.261718,0.979286,0.446679,0.465328,0.18881,0.742946,1
-0.128929,-0.283388,0.488131,0.833628,0.797987,0.107265,-1.403091,-0.011165,1.280161,1.141742,12
0.068573,0.007106,0.288973,0.592954,0.261718,1.26996,0.748682,-0.048481,-0.123005,0.815132,8
-0.202992,-0.000745,-3.210528,-0.527256,0.082961,0.688613,0.446679,-0.05017,0.095265,0.483315,4
0.006853,-0.055704,0.335206,1.778897,0.261718,0.190314,0.031425,0.890681,0.375899,0.285538,1
0.056229,0.187683,-0.031104,-0.958476,0.261718,-0.391033,0.748682,0.071991,-0.621908,-0.615583,6
-0.437525,-0.471816,0.463236,-0.545248,0.261718,1.809783,0.446679,-1.428043,-0.746634,1.479515,5
-0.116585,0.203385,5.49199,1.852806,-1.436467,1.062336,0.333428,0.922095,0.313536,0.903689,1
0.117948,0.171981,0.217845,1.738109,0.261718,-0.01731,-0.081827,1.460193,0.531806,0.152245,1
-0.672058,-0.613138,0.360101,0.373406,0.17234,-0.10036,-0.081827,0.165768,0.874802,0.075321,5
0.192011,0.242641,0.164499,0.576722,0.261718,0.854712,0.295677,-0.089098,-0.123005,0.722115,1
0.130292,0.870736,-3.210528,0.062493,0.261718,0.439463,0.408929,1.302773,0.219991,0.301198,1
0.056229,0.054213,0.392108,-0.02896,0.261718,-0.681707,0.786433,0.739746,0.843621,-0.87601,8
2.105308,-0.079257,0.239183,-1.152363,-0.989576,0.06574,0.52218,-1.811749,-1.214356,-0.105385,1
-0.38815,-1.021399,0.057807,1.228564,-0.006417,2.183507,0.748682,-0.052209,1.186617,1.606697,11
-0.16596,-0.173471,-2.908234,-1.670024,0.351096,-0.474083,-0.270579,1.280135,0.032902,-0.155896,6
0.043885,-0.157769,0.328093,0.552225,0.261718,0.647088,0.144676,0.267854,-0.185368,0.634137,1
-0.153617,-0.03215,0.271191,0.057241,0.261718,0.730137,0.144676,-0.384698,-0.310094,0.710494,1
0.994361,-0.008597,-0.148465,0.826884,0.261718,-0.01731,0.106925,1.043577,-0.154186,0.052609,1
1.21655,0.156278,-0.013322,0.353593,0.17234,0.688613,0.220177,-0.575143,-0.933723,0.620273,1
-0.289399,0.83148,0.157386,0.987562,0.529852,-0.432558,-3.743617,-0.909108,-0.466001,-1.437357,12
-0.030178,0.022808,0.157386,-0.771451,0.261718,0.979286,-0.270579,-1.620314,-0.372457,1.213302,8
0.031541,-0.040001,0.175168,-0.107256,0.261718,-0.557133,-0.006326,-0.025668,-0.091823,-0.38158,6
0.241386,0.203385,0.125378,-1.422726,-1.347089,-0.349509,0.257927,1.62336,0.344717,-0.332589,6
0.130292,-0.456114,0.292529,0.202672,0.261718,0.024215,0.446679,-0.137812,-0.341275,-0.095379,1
0.809204,-0.09496,0.118265,0.987502,0.976743,-1.138481,-1.101088,0.827057,1.716702,-0.326392,9
-0.042522,-0.416858,0.569929,-2.224653,0.082961,2.308081,0.371178,-0.617178,-0.996086,1.964565,4
-0.462213,0.352558,0.150273,0.56049,0.261718,0.647088,0.220177,0.120239,0.687713,0.581576,5
-0.128929,-0.22843,-3.210528,-0.892742,0.17234,-0.349509,0.446679,-0.103893,0.219991,-0.428053,4
0.080916,-0.244132,0.214288,-0.37914,0.261718,0.397939,0.408929,-0.566271,0.095265,0.252399,6
4.524702,-0.134216,0.23207,-2.514351,-0.900198,-1.055431,-0.044076,-0.201028,-0.310094,-0.821424,6
-0.079554,-0.338346,0.40989,0.129748,0.17234,-0.640182,-2.913108,0.111754,0.095265,-2.134939,1
-0.042522,-0.322644,0.310311,0.287293,0.261718,0.397939,-0.044076,-0.236966,-0.43482,0.519456,6
0.241386,-0.157769,0.338762,-1.203923,0.261718,0.06574,0.295677,0.980361,-0.185368,0.025727,1
0.229043,-0.181323,0.23207,-0.893459,0.261718,0.356414,0.371178,-0.828806,-0.372457,0.237306,6
-3.498799,1.035611,-3.210528,0.802954,-4.922215,2.598755,-1.705095,0.546776,-0.87136,4.034684,12
-0.128929,12.655362,-0.16269,1.993015,-3.22403,-1.22153,-2.837607,3.187892,-3.677693,-2.474122,1
-0.264711,-0.126364,0.235627,0.176773,0.261718,1.975883,-0.006326,0.015745,-0.216549,1.944059,1
0.09326,-0.267686,0.168055,-0.383884,0.261718,0.14879,0.635431,-0.198096,0.219991,-0.088472,1
-0.264711,-0.275537,0.384996,1.343918,0.261718,1.186911,0.182426,0.395006,0.18881,1.093534,1
-3.498799,-0.566031,0.139604,-5.440122,0.976743,-1.595254,-1.591843,-0.518994,1.217798,-0.515223,9
-0.116585,-0.189174,0.694403,0.974792,0.708609,-1.138481,-1.403091,0.767102,1.155435,-0.137006,12
-0.104241,-0.079257,0.011573,0.220903,0.261718,0.605563,0.484429,0.277814,0.40708,0.381473,1
-3.498799,0.674456,0.210732,-1.548822,-4.922215,-1.30458,-11.935457,-3.795305,-2.55516,-6.719324,1
-0.116585,-0.079257,0.381439,1.540879,0.17234,0.522513,0.182426,0.864451,2.090879,0.516708,11
0.031541,-2.426761,0.37077,0.77977,0.17234,2.058932,0.408929,-0.804517,-0.029461,1.7438,1
0.698109,-0.369751,0.185837,-0.92264,0.976743,-0.391033,-1.893847,1.398355,2.028517,0.982796,9
0.130292,0.062064,0.505913,0.417148,-1.168333,-1.180006,0.371178,1.527623,0.562987,-1.132772,5
-3.498799,-0.754459,0.477462,1.600496,-4.922215,0.522513,0.144676,1.150362,-0.808997,0.523519,11
0.019197,0.588093,0.260522,-1.348758,0.082961,0.564038,0.106925,-0.670998,0.064084,0.581733,1
-0.017834,0.132725,0.125378,1.357345,0.261718,0.107265,0.408929,1.174651,-0.216549,-0.011428,1
0.006853,-0.668096,0.477462,1.62168,0.17234,1.311485,0.635431,0.117326,-0.964905,0.939794,1
0.019197,0.093469,0.473906,1.897295,0.17234,0.854712,0.52218,0.315849,1.03071,0.590811,11
-0.054866,-0.024299,0.079145,0.136282,0.261718,-0.058835,0.484429,0.469444,0.064084,-0.198354,6
0.117948,-0.212727,0.23207,0.807221,-1.078955,1.643684,0.144676,0.156041,0.095265,1.536319,1
8.314263,-0.087108,0.527252,0.659642,-3.134652,-0.889332,0.295677,1.364184,0.438262,-0.835167,5
0.031541,0.666605,-0.095119,0.010217,0.17234,-0.307984,-2.611104,0.838473,0.531806,-1.962454,7
0.229043,-0.369751,0.484575,0.250174,0.261718,0.273364,0.635431,0.442651,0.251173,0.00334,1
0.09326,0.10132,0.313868,0.756586,0.351096,0.522513,0.371178,0.046227,0.157628,0.379713,1
-0.00549,0.054213,0.32098,0.804804,0.17234,-0.972381,-0.044076,0.64527,1.311343,-0.735037,11
-0.338774,-0.09496,0.527252,1.857252,-1.257711,2.266557,0.635431,-1.261187,-2.33689,1.811368,11
-0.116585,0.423218,0.086258,1.919136,0.261718,0.190314,0.144676,-0.774074,0.251173,0.212376,7
0.389513,0.462474,0.136047,0.011679,-0.900198,0.439463,0.257927,0.832008,0.001721,0.375181,6
-0.017834,-0.047852,0.093371,-0.139302,0.261718,0.356414,0.861934,0.132179,0.001721,-0.036056,1
-2.573011,0.069915,0.246296,-3.018853,0.082961,-2.425751,0.408929,0.32546,-3.147608,-2.257322,8
-0.22768,-0.503221,0.406334,-0.671732,0.261718,-0.847807,-0.044076,1.152925,0.62535,-0.623575,5
0.068573,0.148427,0.111153,0.179577,0.261718,0.688613,0.220177,-0.563125,-0.185368,0.648483,1
-0.153617,-0.22843,0.488131,0.580183,0.261718,1.103861,0.55993,0.746425,-0.154186,0.786514,1
0.266074,0.109171,0.207175,-0.849179,0.261718,2.391131,0.484429,0.526623,0.001721,2.117147,6
-0.128929,0.705861,0.413447,2.004055,0.61923,1.145386,-1.591843,0.640203,1.311343,2.396464,12
-0.042522,0.007106,0.264078,-0.162546,0.17234,-1.055431,0.106925,0.680858,0.781258,-0.901193,5
0.167323,0.690159,-0.08445,-0.009059,0.261718,1.768258,0.333428,-1.361021,-0.590727,1.51286,6
0.327793,0.336855,-0.020434,1.086893,0.261718,0.605563,0.597681,0.907203,0.375899,0.339497,1
0.117948,-0.16562,0.562816,0.567204,0.61923,1.145386,-1.32759,1.719059,0.843621,2.201713,12
-0.314087,-0.063555,0.42056,0.003921,0.17234,-0.640182,-0.232828,0.156119,0.18881,-0.31999,4
-0.079554,-0.338346,0.40989,0.129748,0.17234,-0.349509,0.408929,0.949316,0.40708,-0.400218,1
0.056229,0.054213,0.392108,-0.02896,0.261718,-1.180006,0.031425,0.460338,0.375899,-0.971727,8
-3.498799,0.517433,0.374326,-2.368622,-4.922215,-1.30458,0.182426,-2.097466,-1.401445,-1.156038,6
-0.264711,0.156278,0.402778,1.483948,0.17234,-1.30458,0.069175,0.940229,0.999528,-1.09657,11
0.47592,-0.283388,0.107596,0.080127,0.976743,-1.30458,-1.214339,-0.709945,0.40708,-0.437576,9
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,-0.598658,0.408929,-0.54837,-0.278912,-0.634605,1
0.907954,1.467426,0.37077,-1.242027,0.708609,-1.22153,-1.365341,0.859597,1.747883,-0.250456,9
-0.301743,-0.055704,0.210732,-0.147477,0.261718,1.062336,-0.081827,-1.33349,-0.123005,1.154003,5
-0.128929,-0.322644,0.288973,0.764881,0.261718,-0.764757,0.333428,1.08103,0.500624,-0.744488,6
0.080916,-0.071406,0.160942,1.225521,0.17234,-0.515608,0.257927,1.642795,1.093072,-0.483374,1
-0.16596,0.007106,-2.172058,-0.165858,0.261718,-1.22153,0.144676,1.045208,0.999528,-1.068482,5
-0.00549,0.360409,0.28186,-0.213479,-1.168333,-1.346105,-0.044076,0.621486,0.781258,-1.085588,5
0.562327,0.046362,0.210732,-1.052078,0.976743,-0.681707,-1.32759,0.211394,1.623157,0.271169,9
-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.723232,-0.157328,0.28859,0.251173,-0.454092,5
0.599358,0.752968,0.008017,-1.737905,-0.095795,-1.22153,-0.119577,-2.500899,-0.996086,-0.941071,6
0.031541,-0.346197,-0.009765,1.029902,0.082961,2.972479,-5.782139,-2.115931,-1.370264,-1.899104,1
-0.079554,-0.291239,0.388552,0.855618,0.261718,0.937762,0.144676,0.734542,-0.123005,0.890477,6
-0.104241,-0.055704,0.299642,0.391249,0.17234,1.768258,0.371178,-1.04721,-0.590727,1.488206,1
0.229043,0.242641,0.089814,0.12023,0.261718,-0.058835,-0.081827,-0.864064,-0.933723,0.074489,1
0.130292,0.007106,0.239183,0.766194,0.261718,0.024215,0.144676,0.975643,0.40708,0.060047,1
0.31545,-0.330495,0.555703,-0.374098,0.708609,-1.013906,-0.987837,-0.39889,-0.43482,-0.262777,12
-0.030178,-0.189174,0.242739,-0.408799,0.261718,2.391131,0.55993,-2.27669,-1.993893,1.92148,6
-0.116585,-0.189174,0.694403,0.974792,0.708609,-0.640182,-1.214339,0.570929,0.999528,0.238246,12
0.352481,0.211237,0.306755,-0.946242,0.17234,-0.058835,0.635431,0.329168,0.157628,-0.281089,1
-0.301743,0.171981,0.285416,0.684706,0.17234,1.35301,0.182426,1.323858,1.747883,1.233542,11
0.019197,-0.087108,0.384996,0.794958,0.261718,1.35301,0.408929,0.288454,0.064084,1.099429,1
0.130292,-0.024299,0.246296,0.121006,0.082961,-2.550325,-0.044076,-2.599996,-0.933723,-2.202038,1
-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.602159,0.220177,1.859257,1.872609,1.480214,11
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.190314,0.295677,1.894361,1.061891,0.126797,5
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,0.605563,-5.933141,-0.679346,-0.559546,-2.882694,1
-3.498799,0.438921,-0.052442,-5.440122,-0.453307,0.14879,0.144676,-0.415335,-0.154186,0.181093,1
0.229043,-1.044953,0.349432,0.84243,0.261718,-0.01731,-0.270579,1.688305,0.469443,0.264659,1
0.241386,0.203385,0.125378,-1.422726,-1.347089,0.522513,-0.081827,-0.087739,-0.964905,0.660767,6
0.056229,0.486028,0.10404,-0.053338,0.261718,0.024215,0.031425,-0.335247,0.095265,0.159635,7
0.241386,0.23479,0.121822,1.037988,0.261718,-0.058835,0.52218,-0.656397,-0.964905,-0.223212,1
-0.141273,-1.201976,0.612605,-0.518872,0.17234,-0.930856,0.144676,0.451194,0.251173,-0.800532,4
-0.116585,-0.581733,0.569929,1.083313,0.082961,-0.972381,-0.006326,1.626428,0.62535,-0.765271,4
0.352481,-0.259834,0.463236,-1.127687,-1.078955,-0.01731,-0.119577,0.874896,-0.060642,0.174993,6
9.943651,-0.220579,-0.048886,-0.675372,-3.045274,-0.349509,-1.780595,-0.310783,0.968347,1.058513,9
0.179667,0.321153,0.242739,0.045844,0.17234,-0.266459,0.106925,0.045276,-0.185368,-0.185877,1
-0.091897,0.226939,0.267634,0.024091,0.261718,-0.598658,0.257927,0.440243,0.999528,-0.554053,8
-0.00549,-0.283388,0.214288,-2.421913,0.17234,-1.30458,0.635431,-2.6935,-1.463808,-1.36341,1
-0.128929,0.705861,0.413447,2.004055,0.61923,-0.806282,-0.308329,2.042986,1.124254,-0.456913,12
0.661077,-0.204876,-3.075385,0.471036,1.066121,-0.432558,-0.987837,-0.817137,-0.154186,0.329407,9
0.377169,0.164129,0.139604,-0.241825,0.17234,0.688613,0.333428,-2.30591,-1.619716,0.553223,1
0.15498,-0.251983,0.125378,-0.576698,-0.900198,2.017408,1.503691,-0.017766,-0.43482,0.823728,1
0.09326,-0.212727,0.260522,-0.527256,0.261718,-0.474083,0.069175,-1.070275,-0.528364,-0.360906,6
0.562327,0.046362,0.210732,-1.052078,0.976743,-0.266459,-1.403091,0.195396,0.874802,0.763645,9
0.130292,0.077766,0.299642,-0.693335,0.261718,1.685209,0.446679,-1.056277,0.064084,1.366438,1
0.438888,0.289748,0.14316,-0.282494,0.261718,-0.183409,-0.006326,-0.362292,0.282354,-0.024688,1
-0.091897,0.2976,0.079145,0.196496,0.261718,1.602159,1.050686,-0.635758,-0.43482,0.920265,6
-0.178304,0.014957,0.264078,0.582361,0.17234,0.730137,0.673182,0.402927,-0.123005,0.384523,1
0.266074,0.211237,0.114709,0.937882,0.261718,-0.058835,0.446679,0.557319,-0.466001,-0.175932,1
0.179667,-0.291239,0.228514,1.550427,0.17234,0.314889,0.371178,1.748492,0.781258,0.191364,1
0.907954,1.467426,0.37077,-1.242027,0.708609,-1.595254,-1.176589,0.15507,1.591976,-0.752131,9
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.930856,-2.875357,0.16206,0.126447,-2.26851,6
-0.141273,-0.024299,0.562816,-1.881367,0.082961,-0.266459,0.257927,-0.589938,-0.808997,-0.256726,3
-0.351118,-0.314793,0.573485,1.670018,-0.185173,-0.764757,-4.234373,0.459834,0.251173,-1.110735,11
0.278418,0.069915,0.214288,-2.283942,0.082961,-0.183409,0.446679,-2.615353,-1.214356,-0.273121,1
0.031541,0.195534,0.246296,0.627208,0.261718,-1.138481,-0.308329,1.171719,1.061891,-0.769032,8
-0.289399,0.83148,0.157386,0.987562,0.529852,0.854712,-0.006326,-0.182564,1.124254,0.910501,12
-0.091897,0.344707,0.182281,0.722749,0.261718,1.26996,0.220177,0.362796,0.874802,1.15792,8
0.389513,0.462474,0.136047,0.011679,-0.900198,0.06574,-0.044076,0.316179,-0.310094,0.234569,6
0.15498,-0.251983,0.125378,-0.576698,-0.900198,-0.10036,0.220177,0.390424,0.251173,-0.087483,1
-0.190648,-0.024299,0.367214,2.258633,0.17234,1.643684,0.182426,0.493656,1.436069,1.540743,11
-0.153617,-0.03215,0.271191,0.057241,0.261718,-1.138481,-0.534832,-0.766327,-0.902542,-0.738376,1
-0.00549,0.360409,0.28186,-0.213479,-1.168333,-1.38763,0.484429,1.018512,0.531806,-1.368871,5
0.117948,0.069915,0.338762,-1.296004,0.261718,-0.640182,0.333428,-0.24048,0.750076,-0.633484,8
0.117948,0.242641,0.082701,-0.424583,-0.900198,1.228436,0.597681,-1.313608,-0.310094,0.87847,7
0.068573,-0.204876,0.424116,1.412158,0.261718,0.564038,0.333428,1.704089,0.500624,0.464473,1
0.426544,0.588093,0.160942,-0.889699,0.261718,-0.141884,0.333428,0.963217,0.032902,-0.187119,6
0.117948,0.23479,0.050694,0.220456,0.261718,0.314889,0.257927,0.238148,0.18881,0.261392,1
0.488263,-0.49537,0.111153,0.334258,0.976743,0.06574,-1.101088,-0.01231,1.124254,0.886198,9
-0.017834,-0.440412,0.267634,1.39515,0.261718,1.186911,1.050686,0.832668,0.064084,0.569822,1
-0.017834,-0.275537,0.388552,0.949727,0.261718,0.937762,0.182426,0.397685,-0.310094,0.847935,6
0.167323,0.226939,0.239183,-0.094813,0.17234,0.314889,0.408929,0.103522,-0.559546,0.170484,1
0.006853,-0.668096,0.477462,1.62168,0.17234,1.062336,0.824183,-0.209959,-1.120812,0.608496,1
-0.338774,-0.09496,0.527252,1.857252,-1.257711,-0.183409,-3.630366,2.673948,0.032902,-1.281966,11
0.624046,-2.426761,0.178724,0.711352,1.066121,-0.474083,-0.270579,0.725747,1.217798,-0.151785,9
-0.128929,-0.22843,-3.210528,-0.892742,0.17234,2.515706,0.220177,-2.197204,-2.212163,2.274575,4
-0.363462,-0.008597,0.256965,-0.22634,0.261718,0.730137,0.295677,1.607575,1.217798,0.608387,5
0.080916,0.588093,0.01513,0.00225,0.261718,-0.515608,0.635431,0.119015,-0.216549,-0.676136,6
-0.486901,-0.259834,-3.210528,0.221798,0.351096,0.688613,0.220177,1.281183,1.124254,0.598586,5
0.080916,-0.126364,0.360101,-0.587947,0.261718,0.564038,0.52218,-0.212328,-0.65309,0.335157,6
-0.314087,0.360409,0.395665,0.599727,-1.347089,-0.183409,0.182426,0.908931,-0.029461,-0.134884,4
0.031541,0.2976,-3.210528,-0.58359,-0.721442,0.107265,0.257927,0.641271,0.438262,0.082675,1
0.846235,-0.09496,0.182281,-1.981085,0.61923,-1.927453,-1.478592,-2.081216,-0.497183,-0.930269,9
0.056229,0.281897,-0.091562,-0.919149,-0.185173,-1.249214,0.396345,-3.349061,-3.449028,-1.208828,6
0.500607,0.140576,0.388552,-0.637358,0.261718,-1.636779,0.182426,1.106813,-2.118619,-1.449363,8
0.056229,0.43107,-3.210528,-1.133148,0.261718,2.72333,-0.044076,-3.106408,-3.61533,2.655035,1
0.266074,0.258344,-3.210528,-0.405994,0.261718,0.273364,-0.119577,-0.151849,0.064084,0.462821,1
0.25373,0.336855,0.086258,-0.979571,0.261718,-1.470679,-0.044076,-0.971276,0.032902,-1.208731,7
-0.079554,-0.338346,0.40989,0.129748,0.17234,0.231839,0.371178,-0.26539,0.126447,0.123457,1
-0.400494,-0.16562,0.392108,0.485626,0.261718,-1.180006,-0.157328,-0.323034,-0.185368,-0.88012,5
0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.058835,0.446679,0.642494,0.032902,-0.18079,1
0.142636,0.164129,0.200063,-0.249732,0.261718,0.564038,0.55993,-0.375767,0.126447,0.31658,1
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.557133,1.805694,-2.439838,-1.993893,-1.221654,1
-0.178304,-0.189174,0.264078,-0.640492,0.17234,0.937762,-0.006326,-0.282573,-0.528364,0.988172,1
0.241386,0.203385,0.125378,-1.422726,-1.347089,0.439463,0.371178,1.145353,0.251173,0.303935,6
-0.252367,0.062064,0.171611,-0.420108,0.261718,-1.22153,0.257927,-0.701382,-0.123005,-1.124948,5
-0.264711,-0.055704,-3.210528,0.413627,0.082961,-0.266459,-1.478592,1.9163,1.373706,0.85618,11
-0.091897,0.258344,0.445454,1.643582,0.082961,0.771662,0.257927,1.271048,0.438262,0.672701,10
0.080916,0.313302,0.079145,0.588985,0.261718,-0.391033,0.144676,0.634689,0.157628,-0.321329,6
-0.22768,0.085618,0.239183,-0.523467,0.261718,-0.391033,0.484429,0.412149,0.500624,-0.490655,5
0.117948,-0.29909,0.473906,-0.204438,0.082961,-1.096956,-0.195078,0.008678,0.251173,-0.779508,1
0.019197,-0.338346,-0.358293,-0.113223,0.17234,3.761451,1.39044,-2.082206,-2.55516,2.48179,1
-0.104241,-0.055704,0.299642,0.391249,0.17234,2.681805,0.597681,-1.609965,-1.370264,2.140473,1
1.142487,0.062064,0.125378,1.05983,0.261718,0.730137,0.710932,0.624185,-0.590727,0.381907,1
-0.351118,0.022808,0.171611,1.15197,0.261718,-0.01731,0.144676,1.879857,2.496239,0.028668,11
0.019197,-0.605286,0.502357,0.181368,0.17234,1.062336,0.55993,-0.897381,-0.497183,0.747684,1
-0.00549,0.054213,0.32098,0.804804,0.17234,1.020811,-0.006326,0.502451,1.404887,1.063914,11
0.15498,-0.189174,0.246296,-1.223587,0.082961,1.062336,0.673182,-2.105078,-2.399252,0.675365,1
0.47592,-0.338346,0.047137,-0.000972,0.976743,0.730137,-1.138838,-2.033784,-0.403638,1.598041,9
-0.042522,-0.110662,0.40989,1.097277,0.261718,0.356414,0.371178,1.853588,0.594169,0.234919,1
0.290762,0.156278,0.136047,1.401386,0.082961,0.730137,0.257927,0.958305,0.313536,0.627265,1
0.019197,-0.087108,0.384996,0.794958,0.261718,1.145386,0.144676,0.077079,0.157628,1.073353,1
-0.314087,-2.426761,-0.006209,-0.194681,0.261718,2.432656,0.52218,-1.794761,-0.840179,1.969628,1
-0.585651,-0.354049,-3.210528,0.356517,0.261718,0.937762,0.031425,0.451388,0.968347,0.976599,5
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.557133,0.069175,0.356058,-0.247731,-0.421049,1
-0.091897,0.258344,0.445454,1.643582,0.082961,2.681805,0.52218,-0.930911,-1.432627,2.194046,10
0.192011,-0.03215,0.452567,-0.877078,0.261718,0.439463,0.446679,-0.441954,0.126447,0.263827,1
-3.498799,-0.063555,7.458681,0.129002,-4.922215,1.145386,0.861934,-0.567979,-0.43482,0.692291,10
-0.202992,0.36826,0.388552,0.915832,0.17234,0.896237,0.144676,0.257564,0.469443,0.843559,4
-0.252367,0.093469,0.239183,-0.021441,0.17234,1.643684,0.371178,-1.491104,-0.808997,1.389969,1
-0.116585,0.069915,0.068476,-0.783147,0.261718,0.273364,-0.081827,-0.177535,-0.216549,0.42961,1
0.15498,-0.197025,-3.210528,-0.736839,0.351096,-0.474083,0.824183,0.615293,0.282354,-0.725947,6
0.809204,-0.16562,0.025799,0.712127,0.887365,-0.681707,-1.214339,0.394482,1.373706,0.23428,9
-0.881904,-1.947839,0.217845,2.046336,0.17234,0.024215,-0.006326,1.664016,1.966154,0.178344,11
0.019197,-0.283388,0.214288,0.857677,0.261718,-0.598658,-0.157328,0.158953,-0.247731,-0.338037,1
-0.412837,-0.346197,0.601936,2.211191,0.440474,0.231839,-0.874585,-0.667114,-0.091823,0.866053,11
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,1.768258,0.55993,-1.956394,-1.245538,1.367463,1
-0.153617,-0.087108,0.299642,0.689629,0.261718,0.107265,0.295677,0.281096,-0.060642,0.056744,6
-0.38815,0.321153,0.107596,0.886232,0.351096,2.349606,0.55993,-0.884489,-0.154186,1.888944,6
0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.598658,0.635431,-0.32983,-0.154186,-0.743138,1
-0.486901,-0.03215,0.196506,-0.633748,0.261718,0.024215,0.144676,-0.155751,0.874802,0.062615,3
-0.215336,0.776522,0.502357,-1.289141,-0.721442,0.107265,0.182426,-0.373262,0.126447,0.108593,1
0.31545,-0.330495,0.555703,-0.374098,0.708609,-0.681707,1.42819,0.82496,0.62535,-0.744789,12
-0.017834,-0.354049,0.42056,-0.176032,0.261718,-0.681707,0.031425,-1.17275,-0.840179,-0.498118,6
0.426544,0.588093,0.160942,-0.889699,0.261718,0.273364,0.446679,0.336663,0.251173,0.125097,6
0.019197,0.093469,0.473906,1.897295,0.17234,1.26996,0.371178,0.189804,1.404887,1.037803,11
0.117948,0.069915,0.338762,-1.296004,0.261718,-1.38763,0.408929,-0.135889,0.438262,-1.318264,8
0.377169,0.022808,0.139604,1.070691,0.976743,-0.183409,-1.629594,0.874799,1.747883,1.079562,9
1.019049,0.211237,-0.155578,-0.311855,0.261718,-0.141884,0.597681,0.459426,-0.060642,-0.328948,1
0.142636,-0.000745,0.153829,0.955845,0.261718,-0.474083,0.144676,1.184145,0.282354,-0.384606,6
0.179667,0.321153,0.242739,0.045844,0.17234,-0.224934,0.408929,0.384153,0.126447,-0.308129,1
-0.252367,0.069915,0.246296,0.52355,0.261718,-1.055431,0.295677,0.949704,0.781258,-0.984614,5
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.564038,0.55993,0.657113,0.594169,0.304019,1
0.15498,-0.040001,0.363657,1.200934,0.261718,-0.141884,0.144676,1.263107,0.687713,-0.089002,1
0.57467,-0.134216,0.160942,1.252465,0.976743,-1.553729,-1.516343,-0.03089,-0.029461,-0.51309,9
0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.183409,0.748682,-0.325578,0.219991,-0.438433,1
0.661077,-0.204876,-3.075385,0.471036,1.066121,-0.806282,-1.818346,0.152643,0.905984,0.495225,9
-0.881904,-1.947839,0.217845,2.046336,0.17234,2.391131,0.673182,0.152294,1.124254,1.828306,11
-0.190648,-0.691649,0.28186,-0.194472,0.17234,-0.806282,1.503691,-0.227025,0.500624,-1.30129,5
-0.314087,0.540986,-0.041773,0.882562,0.261718,-0.515608,-0.044076,0.072923,-0.029461,-0.324945,6
0.09326,-0.385453,0.352988,0.546705,0.261718,0.024215,0.295677,0.511265,0.344717,-0.01801,1
-3.498799,-0.573882,0.356544,0.750648,-4.922215,-0.266459,0.182426,-0.226714,-1.276719,-0.218945,1
0.15498,-0.189174,0.246296,-1.223587,0.082961,0.190314,0.069175,1.559639,0.001721,0.280499,1
-0.141273,-1.201976,0.612605,-0.518872,0.17234,-0.515608,0.069175,0.380289,0.095265,-0.369947,4
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.183409,0.786433,-0.72736,-0.091823,-0.460867,1
0.056229,-0.016448,0.345875,-0.053786,0.17234,1.35301,0.257927,-1.107378,-0.091823,1.189047,1
-0.104241,-0.079257,0.552147,1.388496,0.61923,-0.598658,-3.743617,-0.263604,0.469443,-1.606876,12
-0.22768,0.446772,0.534365,0.177429,0.17234,-0.764757,0.484429,1.194124,0.687713,-0.801039,5
-0.054866,0.580242,0.032912,-0.016668,0.261718,1.726734,0.484429,-1.546263,-0.746634,1.400674,1
0.117948,-0.189174,0.029355,0.763359,0.887365,0.605563,-1.516343,0.829076,1.529613,1.80381,9
